Provider,IP_Claims_Total,OP_Claims_Total,Total_Reimbursed,Claim_Ratio,Inpatient_Visits,Outpatient_Visits,PotentialFraud,Claim_Ratio_IP_to_OP,Claim_Ratio_OP_to_Total,Avg_IP_Claim,Avg_OP_Claim,Total_Visits,IP_to_Total_Visit_Ratio,OP_to_Total_Visit_Ratio
PRV51083,0.0,18100.0,18100.0,0.0,0.0,90.0,No,0.0,0.9999447544334568,0.0,198.9010989010989,90.0,0.0,0.989010989010989
PRV51084,191000.0,24580.0,215580.0,7.770229038688418,20.0,90.0,Yes,7.770229038688418,0.11401746907194975,9095.238095238095,270.1098901098901,110.0,0.18018018018018017,0.8108108108108109
PRV51086,413000.0,33170.0,446170.0,12.450634590455518,31.0,108.0,No,12.450634590455518,0.07434369333730789,12906.25,304.3119266055046,139.0,0.22142857142857142,0.7714285714285715
PRV51089,177000.0,53900.0,230900.0,3.283798074247231,18.0,210.0,No,3.283798074247231,0.2334333762088514,9315.78947368421,255.45023696682463,228.0,0.07860262008733625,0.9170305676855895
PRV51090,0.0,5830.0,5830.0,0.0,0.0,7.0,No,0.0,0.9998285028297033,0.0,728.75,7.0,0.0,0.875
PRV51091,0.0,9270.0,9270.0,0.0,0.0,44.0,No,0.0,0.9998921367705749,0.0,206.0,44.0,0.0,0.9777777777777777
PRV51093,11000.0,2710.0,13710.0,4.057543341940243,2.0,7.0,No,4.057543341940243,0.1976515206768288,3666.6666666666665,338.75,9.0,0.2,0.7
PRV51096,0.0,3200.0,3200.0,0.0,0.0,5.0,No,0.0,0.999687597625742,0.0,533.3333333333334,5.0,0.0,0.8333333333333334
PRV51097,0.0,44420.0,44420.0,0.0,0.0,125.0,No,0.0,0.9999774881249859,0.0,352.53968253968253,125.0,0.0,0.9920634920634921
PRV51098,0.0,300.0,300.0,0.0,0.0,4.0,No,0.0,0.9966777408637874,0.0,60.0,4.0,0.0,0.8
PRV51100,78000.0,0.0,78000.0,78000.0,5.0,0.0,No,78000.0,0.0,13000.0,0.0,5.0,0.8333333333333334,0.0
PRV51101,16600.0,0.0,16600.0,16600.0,3.0,0.0,No,16600.0,0.0,4150.0,0.0,3.0,0.75,0.0
PRV51102,148000.0,0.0,148000.0,148000.0,12.0,0.0,No,148000.0,0.0,11384.615384615385,0.0,12.0,0.9230769230769231,0.0
PRV51103,0.0,440.0,440.0,0.0,0.0,6.0,Yes,0.0,0.9977324263038548,0.0,62.857142857142854,6.0,0.0,0.8571428571428571
PRV51104,0.0,1900.0,1900.0,0.0,0.0,12.0,No,0.0,0.9994739610731194,0.0,146.15384615384616,12.0,0.0,0.9230769230769231
PRV51105,0.0,6540.0,6540.0,0.0,0.0,12.0,No,0.0,0.9998471181776487,0.0,503.0769230769231,12.0,0.0,0.9230769230769231
PRV51108,156000.0,0.0,156000.0,156000.0,19.0,0.0,No,156000.0,0.0,7800.0,0.0,19.0,0.95,0.0
PRV51109,18000.0,0.0,18000.0,18000.0,3.0,0.0,No,18000.0,0.0,4500.0,0.0,3.0,0.75,0.0
PRV51110,27000.0,0.0,27000.0,27000.0,5.0,0.0,No,27000.0,0.0,4500.0,0.0,5.0,0.8333333333333334,0.0
PRV51111,0.0,54860.0,54860.0,0.0,0.0,132.0,No,0.0,0.9999817721149815,0.0,412.4812030075188,132.0,0.0,0.9924812030075187
PRV51112,0.0,105250.0,105250.0,0.0,0.0,304.0,No,0.0,0.9999904989026233,0.0,345.08196721311475,304.0,0.0,0.9967213114754099
PRV51113,0.0,46390.0,46390.0,0.0,0.0,132.0,No,0.0,0.9999784440947598,0.0,348.796992481203,132.0,0.0,0.9924812030075187
PRV51114,0.0,76720.0,76720.0,0.0,0.0,262.0,No,0.0,0.999986965759049,0.0,291.71102661596956,262.0,0.0,0.9961977186311787
PRV51115,0.0,980.0,980.0,0.0,0.0,7.0,No,0.0,0.9989806320081549,0.0,122.5,7.0,0.0,0.875
PRV51117,0.0,1950.0,1950.0,0.0,0.0,12.0,No,0.0,0.9994874423372629,0.0,150.0,12.0,0.0,0.9230769230769231
PRV51118,136000.0,0.0,136000.0,136000.0,16.0,0.0,No,136000.0,0.0,8000.0,0.0,16.0,0.9411764705882353,0.0
PRV51119,985000.0,95580.0,1080580.0,10.305395423776693,94.0,1.0,Yes,10.305395423776693,0.08845241587627396,10368.421052631578,47790.0,95.0,0.9791666666666666,0.010416666666666666
PRV51120,52000.0,0.0,52000.0,52000.0,7.0,0.0,No,52000.0,0.0,6500.0,0.0,7.0,0.875,0.0
PRV51121,81000.0,80.0,81080.0,1000.0,6.0,1.0,No,1000.0,0.00098666765333432,11571.42857142857,40.0,7.0,0.75,0.125
PRV51122,0.0,1120.0,1120.0,0.0,0.0,7.0,No,0.0,0.9991079393398751,0.0,140.0,7.0,0.0,0.875
PRV51123,9000.0,17910.0,26910.0,0.5024845067277093,2.0,29.0,No,0.5024845067277093,0.6655271078741035,3000.0,597.0,31.0,0.0625,0.90625
PRV51125,110000.0,21310.0,131310.0,5.161653606118906,12.0,36.0,No,5.161653606118906,0.16228648018825537,8461.538461538461,575.9459459459459,48.0,0.24489795918367346,0.7346938775510204
PRV51126,177000.0,0.0,177000.0,177000.0,20.0,0.0,Yes,177000.0,0.0,8428.57142857143,0.0,20.0,0.9523809523809523,0.0
PRV51128,90000.0,12220.0,102220.0,7.364372800916455,5.0,45.0,No,7.364372800916455,0.11954490760215611,15000.0,265.6521739130435,50.0,0.09803921568627451,0.8823529411764706
PRV51129,0.0,22920.0,22920.0,0.0,0.0,96.0,No,0.0,0.9999563718860434,0.0,236.28865979381445,96.0,0.0,0.9896907216494846
PRV51130,0.0,4970.0,4970.0,0.0,0.0,7.0,No,0.0,0.99979883323275,0.0,621.25,7.0,0.0,0.875
PRV51131,0.0,1160.0,1160.0,0.0,0.0,8.0,No,0.0,0.9991386735572783,0.0,128.88888888888889,8.0,0.0,0.8888888888888888
PRV51132,4000.0,1330.0,5330.0,3.005259203606311,1.0,7.0,No,3.005259203606311,0.24948414931532545,2000.0,166.25,8.0,0.1111111111111111,0.7777777777777778
PRV51134,0.0,7610.0,7610.0,0.0,0.0,15.0,No,0.0,0.9998686112206018,0.0,475.625,15.0,0.0,0.9375
PRV51135,0.0,300.0,300.0,0.0,0.0,5.0,No,0.0,0.9966777408637874,0.0,50.0,5.0,0.0,0.8333333333333334
PRV51136,20000.0,0.0,20000.0,20000.0,1.0,0.0,No,20000.0,0.0,10000.0,0.0,1.0,0.5,0.0
PRV51137,6000.0,10050.0,16050.0,0.5969555268132524,1.0,54.0,No,0.5969555268132524,0.6261292131331381,3000.0,182.72727272727272,55.0,0.017857142857142856,0.9642857142857143
PRV51138,6000.0,7430.0,13430.0,0.8074283407347598,1.0,25.0,No,0.8074283407347598,0.5531978259250987,3000.0,285.7692307692308,26.0,0.037037037037037035,0.9259259259259259
PRV51139,41300.0,11280.0,52580.0,3.661022958957539,7.0,36.0,No,3.661022958957539,0.2145261596394135,5162.5,304.86486486486484,43.0,0.1590909090909091,0.8181818181818182
PRV51140,307400.0,145730.0,453130.0,2.1093658864620433,47.0,440.0,No,2.1093658864620433,0.3216067759654493,6404.166666666667,330.45351473922904,487.0,0.09631147540983606,0.9016393442622951
PRV51141,0.0,19490.0,19490.0,0.0,0.0,71.0,No,0.0,0.9999486942691499,0.0,270.69444444444446,71.0,0.0,0.9861111111111112
PRV51142,97000.0,7570.0,104570.0,12.812045964865936,7.0,44.0,No,12.812045964865936,0.07239100706696885,12125.0,168.22222222222223,51.0,0.1346153846153846,0.8461538461538461
PRV51143,0.0,20450.0,20450.0,0.0,0.0,77.0,No,0.0,0.999951102635568,0.0,262.1794871794872,77.0,0.0,0.9871794871794872
PRV51144,53000.0,8220.0,61220.0,6.446904269553582,4.0,26.0,No,6.446904269553582,0.1342676532562356,10600.0,304.44444444444446,30.0,0.12903225806451613,0.8387096774193549
PRV51145,1600600.0,5750.0,1606350.0,278.3168144670492,161.0,41.0,Yes,278.3168144670492,0.003579541457626633,9880.246913580248,136.9047619047619,202.0,0.7931034482758621,0.2019704433497537
PRV51146,1618200.0,62710.0,1680910.0,25.804085407663727,162.0,190.0,Yes,25.804085407663727,0.037307150705777996,9927.60736196319,328.32460732984293,352.0,0.45892351274787535,0.5382436260623229
PRV51147,0.0,8860.0,8860.0,0.0,0.0,32.0,No,0.0,0.999887145920325,0.0,268.4848484848485,32.0,0.0,0.9696969696969697
PRV51148,398400.0,90260.0,488660.0,4.413866453950211,34.0,296.0,Yes,4.413866453950211,0.18470882677357103,11382.857142857143,303.9057239057239,330.0,0.1027190332326284,0.8942598187311178
PRV51149,1113000.0,7680.0,1120680.0,144.90300742090872,116.0,32.0,Yes,144.90300742090872,0.0068529760029839,9512.820512820514,232.72727272727272,148.0,0.7785234899328859,0.21476510067114093
PRV51151,142000.0,59300.0,201300.0,2.394563329454815,22.0,211.0,No,2.394563329454815,0.2945837328180188,6173.913043478261,279.7169811320755,233.0,0.09401709401709402,0.9017094017094017
PRV51152,0.0,25770.0,25770.0,0.0,0.0,83.0,No,0.0,0.9999611966939583,0.0,306.7857142857143,83.0,0.0,0.9880952380952381
PRV51153,51000.0,20490.0,71490.0,2.4888975647845397,4.0,83.0,No,2.4888975647845397,0.28660950329412094,10200.0,243.92857142857142,87.0,0.045454545454545456,0.9431818181818182
PRV51154,0.0,45750.0,45750.0,0.0,0.0,161.0,No,0.0,0.9999781425542611,0.0,282.4074074074074,161.0,0.0,0.9938271604938271
PRV51155,0.0,26330.0,26330.0,0.0,0.0,115.0,No,0.0,0.9999620219513121,0.0,226.98275862068965,115.0,0.0,0.9913793103448276
PRV51156,0.0,140640.0,140640.0,0.0,0.0,542.0,No,0.0,0.9999928896978832,0.0,259.0055248618784,542.0,0.0,0.998158379373849
PRV51159,635660.0,162130.0,797790.0,3.9206567528726772,65.0,504.0,Yes,3.9206567528726772,0.20322365130717193,9631.212121212122,321.0495049504951,569.0,0.11403508771929824,0.8842105263157894
PRV51160,866000.0,6020.0,872020.0,143.8299285832918,90.0,24.0,No,143.8299285832918,0.006903503470673298,9516.483516483517,240.8,114.0,0.782608695652174,0.20869565217391303
PRV51164,443000.0,113980.0,556980.0,3.8866126810608788,41.0,350.0,No,3.8866126810608788,0.2046389374143822,10547.619047619048,324.72934472934475,391.0,0.10459183673469388,0.8928571428571429
PRV51165,306000.0,23700.0,329700.0,12.910847643559343,26.0,72.0,No,12.910847643559343,0.0718833124558312,11333.333333333334,324.6575342465753,98.0,0.26262626262626265,0.7272727272727273
PRV51166,22000.0,2870.0,24870.0,7.662835249042145,1.0,4.0,No,7.662835249042145,0.11539544047283985,11000.0,574.0,5.0,0.16666666666666666,0.6666666666666666
PRV51167,0.0,51980.0,51980.0,0.0,0.0,190.0,No,0.0,0.9999807622015736,0.0,272.14659685863876,190.0,0.0,0.9947643979057592
PRV51168,63000.0,17470.0,80470.0,3.605975616736306,9.0,78.0,No,3.605975616736306,0.21709684234071902,6300.0,221.13924050632912,87.0,0.10227272727272728,0.8863636363636364
PRV51169,0.0,19380.0,19380.0,0.0,0.0,77.0,No,0.0,0.9999484030751767,0.0,248.46153846153845,77.0,0.0,0.9871794871794872
PRV51170,145000.0,820.0,145820.0,176.6138855054811,8.0,8.0,Yes,176.6138855054811,0.005623332716138279,16111.111111111111,91.11111111111111,16.0,0.47058823529411764,0.47058823529411764
PRV51171,0.0,13820.0,13820.0,0.0,0.0,59.0,No,0.0,0.9999276463352869,0.0,230.33333333333334,59.0,0.0,0.9833333333333333
PRV51173,90000.0,6290.0,96290.0,14.30615164520744,7.0,15.0,Yes,14.30615164520744,0.06532282352452462,11250.0,393.125,22.0,0.30434782608695654,0.6521739130434783
PRV51175,0.0,9650.0,9650.0,0.0,0.0,41.0,No,0.0,0.9998963837944255,0.0,229.76190476190476,41.0,0.0,0.9761904761904762
PRV51176,0.0,145980.0,145980.0,0.0,0.0,445.0,No,0.0,0.9999931497934663,0.0,327.30941704035877,445.0,0.0,0.9977578475336323
PRV51178,422000.0,9180.0,431180.0,45.96449188541553,34.0,31.0,Yes,45.96449188541553,0.021290362979815902,12057.142857142857,286.875,65.0,0.5151515151515151,0.4696969696969697
PRV51179,0.0,5000.0,5000.0,0.0,0.0,26.0,No,0.0,0.9998000399920016,0.0,185.1851851851852,26.0,0.0,0.9629629629629629
PRV51180,47000.0,47240.0,94240.0,0.9948984991850299,2.0,127.0,No,0.9948984991850299,0.5012680255939559,15666.666666666666,369.0625,129.0,0.015384615384615385,0.9769230769230769
PRV51181,0.0,2150.0,2150.0,0.0,0.0,10.0,No,0.0,0.99953509995351,0.0,195.45454545454547,10.0,0.0,0.9090909090909091
PRV51183,336800.0,18990.0,355790.0,17.73471644463167,41.0,72.0,No,17.73471644463167,0.05337403138359317,8019.047619047619,260.13698630136986,113.0,0.35964912280701755,0.631578947368421
PRV51185,0.0,1590.0,1590.0,0.0,0.0,8.0,No,0.0,0.9993714644877436,0.0,176.66666666666666,8.0,0.0,0.8888888888888888
PRV51186,0.0,100.0,100.0,0.0,0.0,2.0,No,0.0,0.9900990099009901,0.0,33.333333333333336,2.0,0.0,0.6666666666666666
PRV51189,0.0,8740.0,8740.0,0.0,0.0,56.0,No,0.0,0.9998855966136597,0.0,153.33333333333334,56.0,0.0,0.9824561403508771
PRV51190,24000.0,15310.0,39310.0,1.567500489843903,3.0,63.0,No,1.567500489843903,0.3894584213070133,6000.0,239.21875,66.0,0.04477611940298507,0.9402985074626866
PRV51191,0.0,10990.0,10990.0,0.0,0.0,32.0,No,0.0,0.9999090164680193,0.0,333.030303030303,32.0,0.0,0.9696969696969697
PRV51194,18000.0,540.0,18540.0,33.271719038817004,2.0,7.0,No,33.271719038817004,0.029124642683781888,6000.0,67.5,9.0,0.2,0.7
PRV51196,0.0,197060.0,197060.0,0.0,0.0,720.0,No,0.0,0.9999949254291818,0.0,273.3148404993065,720.0,0.0,0.9986130374479889
PRV51198,0.0,360.0,360.0,0.0,0.0,6.0,No,0.0,0.997229916897507,0.0,51.42857142857143,6.0,0.0,0.8571428571428571
PRV51200,0.0,4420.0,4420.0,0.0,0.0,19.0,No,0.0,0.9997738068310337,0.0,221.0,19.0,0.0,0.95
PRV51201,0.0,10660.0,10660.0,0.0,0.0,45.0,No,0.0,0.9999062001688397,0.0,231.7391304347826,45.0,0.0,0.9782608695652174
PRV51202,0.0,5010.0,5010.0,0.0,0.0,12.0,No,0.0,0.999800439034125,0.0,385.38461538461536,12.0,0.0,0.9230769230769231
PRV51203,0.0,15340.0,15340.0,0.0,0.0,21.0,No,0.0,0.9999348152010951,0.0,697.2727272727273,21.0,0.0,0.9545454545454546
PRV51204,0.0,155180.0,155180.0,0.0,0.0,499.0,No,0.0,0.9999935559121285,0.0,310.36,499.0,0.0,0.998
PRV51205,0.0,4660.0,4660.0,0.0,0.0,10.0,No,0.0,0.9997854537652864,0.0,423.6363636363636,10.0,0.0,0.9090909090909091
PRV51206,0.0,1560.0,1560.0,0.0,0.0,10.0,No,0.0,0.9993593850096092,0.0,141.8181818181818,10.0,0.0,0.9090909090909091
PRV51207,51000.0,0.0,51000.0,51000.0,3.0,0.0,No,51000.0,0.0,12750.0,0.0,3.0,0.75,0.0
PRV51209,0.0,9910.0,9910.0,0.0,0.0,42.0,No,0.0,0.99989910200787,0.0,230.46511627906978,42.0,0.0,0.9767441860465116
PRV51210,0.0,2890.0,2890.0,0.0,0.0,9.0,No,0.0,0.9996540989277066,0.0,289.0,9.0,0.0,0.9
PRV51211,0.0,100.0,100.0,0.0,0.0,2.0,No,0.0,0.9900990099009901,0.0,33.333333333333336,2.0,0.0,0.6666666666666666
PRV51212,0.0,6260.0,6260.0,0.0,0.0,15.0,No,0.0,0.9998402811052548,0.0,391.25,15.0,0.0,0.9375
PRV51213,0.0,50.0,50.0,0.0,0.0,2.0,No,0.0,0.9803921568627451,0.0,16.666666666666668,2.0,0.0,0.6666666666666666
PRV51214,0.0,3200.0,3200.0,0.0,0.0,8.0,No,0.0,0.999687597625742,0.0,355.55555555555554,8.0,0.0,0.8888888888888888
PRV51215,0.0,1610.0,1610.0,0.0,0.0,10.0,No,0.0,0.9993792675356921,0.0,146.36363636363637,10.0,0.0,0.9090909090909091
PRV51216,0.0,15560.0,15560.0,0.0,0.0,71.0,No,0.0,0.9999357367778421,0.0,216.11111111111111,71.0,0.0,0.9861111111111112
PRV51217,0.0,2930.0,2930.0,0.0,0.0,5.0,No,0.0,0.9996588195155237,0.0,488.3333333333333,5.0,0.0,0.8333333333333334
PRV51218,0.0,520.0,520.0,0.0,0.0,7.0,No,0.0,0.9980806142034548,0.0,65.0,7.0,0.0,0.875
