Provider,IP_Claims_Total,OP_Claims_Total,Total_Reimbursed,Claim_Ratio,Inpatient_Visits,Outpatient_Visits,PotentialFraud,Claim_Ratio_IP_to_OP,Claim_Ratio_OP_to_Total,Avg_IP_Claim,Avg_OP_Claim,Total_Visits,IP_to_Total_Visit_Ratio,OP_to_Total_Visit_Ratio,Avg_IP_Claims_Per_Month,Max_IP_Claims_Per_Month,Std_IP_Claims_Per_Month,Avg_OP_Claims_Per_Month,Max_OP_Claims_Per_Month,Std_OP_Claims_Per_Month
PRV51102,148000.0,0.0,148000.0,148000.0,12.0,0.0,No,148000.0,0.0,11384.615384615385,0.0,12.0,0.9230769230769232,0.0,1.7142857142857142,3.0,0.7559289460184545,0.0,0.0,0.0
PRV51103,0.0,440.0,440.0,0.0,0.0,6.0,Yes,0.0,0.9977324263038548,0.0,62.85714285714285,6.0,0.0,0.8571428571428571,0.0,0.0,0.0,1.0,1.0,0.0
PRV51104,0.0,1900.0,1900.0,0.0,0.0,12.0,No,0.0,0.9994739610731194,0.0,146.15384615384616,12.0,0.0,0.9230769230769232,0.0,0.0,0.0,1.3333333333333333,2.0,0.5
PRV51105,0.0,6540.0,6540.0,0.0,0.0,12.0,No,0.0,0.9998471181776488,0.0,503.0769230769231,12.0,0.0,0.9230769230769232,0.0,0.0,0.0,2.0,3.0,0.6324555320336759
PRV51108,156000.0,0.0,156000.0,156000.0,19.0,0.0,No,156000.0,0.0,7800.0,0.0,19.0,0.95,0.0,2.7142857142857144,4.0,1.1126972805283737,0.0,0.0,0.0
PRV51109,18000.0,0.0,18000.0,18000.0,3.0,0.0,No,18000.0,0.0,4500.0,0.0,3.0,0.75,0.0,1.0,1.0,0.0,0.0,0.0,0.0
PRV51110,27000.0,0.0,27000.0,27000.0,5.0,0.0,No,27000.0,0.0,4500.0,0.0,5.0,0.8333333333333334,0.0,1.25,2.0,0.5,0.0,0.0,0.0
PRV51111,0.0,54860.0,54860.0,0.0,0.0,132.0,No,0.0,0.9999817721149816,0.0,412.4812030075188,132.0,0.0,0.9924812030075189,0.0,0.0,0.0,11.0,14.0,1.85864075456917
PRV51112,0.0,105250.0,105250.0,0.0,0.0,304.0,No,0.0,0.9999904989026231,0.0,345.08196721311475,304.0,0.0,0.99672131147541,0.0,0.0,0.0,23.384615384615383,39.0,9.106210898231872
PRV51113,0.0,46390.0,46390.0,0.0,0.0,132.0,No,0.0,0.9999784440947598,0.0,348.796992481203,132.0,0.0,0.9924812030075189,0.0,0.0,0.0,10.153846153846153,18.0,4.058861783106068
PRV51114,0.0,76720.0,76720.0,0.0,0.0,262.0,No,0.0,0.999986965759049,0.0,291.7110266159696,262.0,0.0,0.9961977186311788,0.0,0.0,0.0,20.153846153846153,29.0,6.743467874495954
PRV51115,0.0,980.0,980.0,0.0,0.0,7.0,No,0.0,0.9989806320081548,0.0,122.5,7.0,0.0,0.875,0.0,0.0,0.0,1.1666666666666667,2.0,0.408248290463863
PRV51117,0.0,1950.0,1950.0,0.0,0.0,12.0,No,0.0,0.9994874423372628,0.0,150.0,12.0,0.0,0.9230769230769232,0.0,0.0,0.0,1.7142857142857142,3.0,0.7559289460184545
PRV51118,136000.0,0.0,136000.0,136000.0,16.0,0.0,No,136000.0,0.0,8000.0,0.0,16.0,0.9411764705882352,0.0,2.2857142857142856,4.0,1.1126972805283737,0.0,0.0,0.0
PRV51119,985000.0,95580.0,1080580.0,10.305395423776693,94.0,1.0,Yes,10.305395423776693,0.0884524158762739,10368.421052631578,47790.0,95.0,0.9791666666666666,0.0104166666666666,7.230769230769231,11.0,1.8776690404970273,1.0,1.0,0.0
PRV51120,52000.0,0.0,52000.0,52000.0,7.0,0.0,No,52000.0,0.0,6500.0,0.0,7.0,0.875,0.0,1.1666666666666667,2.0,0.408248290463863,0.0,0.0,0.0
PRV51121,81000.0,80.0,81080.0,1000.0,6.0,1.0,No,1000.0,0.0009866676533343,11571.42857142857,40.0,7.0,0.75,0.125,1.2,2.0,0.4472135954999579,1.0,1.0,0.0
PRV51122,0.0,1120.0,1120.0,0.0,0.0,7.0,No,0.0,0.9991079393398752,0.0,140.0,7.0,0.0,0.875,0.0,0.0,0.0,1.1666666666666667,2.0,0.408248290463863
PRV51123,9000.0,17910.0,26910.0,0.5024845067277093,2.0,29.0,No,0.5024845067277093,0.6655271078741035,3000.0,597.0,31.0,0.0625,0.90625,1.0,1.0,0.0,2.4166666666666665,6.0,1.3113721705515065
PRV51125,110000.0,21310.0,131310.0,5.161653606118906,12.0,36.0,No,5.161653606118906,0.1622864801882553,8461.538461538461,575.9459459459459,48.0,0.2448979591836734,0.7346938775510204,1.5,5.0,1.4142135623730951,3.0,5.0,1.348399724926484
PRV51126,177000.0,0.0,177000.0,177000.0,20.0,0.0,Yes,177000.0,0.0,8428.57142857143,0.0,20.0,0.9523809523809524,0.0,2.0,4.0,1.1547005383792515,0.0,0.0,0.0
PRV51128,90000.0,12220.0,102220.0,7.364372800916455,5.0,45.0,No,7.364372800916455,0.1195449076021561,15000.0,265.6521739130435,50.0,0.0980392156862745,0.8823529411764706,1.25,2.0,0.5,3.4615384615384617,6.0,1.3301243435223524
PRV51129,0.0,22920.0,22920.0,0.0,0.0,96.0,No,0.0,0.9999563718860434,0.0,236.28865979381445,96.0,0.0,0.9896907216494846,0.0,0.0,0.0,8.0,11.0,2.412090756622109
PRV51130,0.0,4970.0,4970.0,0.0,0.0,7.0,No,0.0,0.99979883323275,0.0,621.25,7.0,0.0,0.875,0.0,0.0,0.0,1.4,2.0,0.5477225575051661
PRV51131,0.0,1160.0,1160.0,0.0,0.0,8.0,No,0.0,0.9991386735572784,0.0,128.88888888888889,8.0,0.0,0.8888888888888888,0.0,0.0,0.0,1.6,2.0,0.5477225575051662
PRV51132,4000.0,1330.0,5330.0,3.005259203606311,1.0,7.0,No,3.005259203606311,0.2494841493153254,2000.0,166.25,8.0,0.1111111111111111,0.7777777777777778,1.0,1.0,0.0,1.75,3.0,0.9574271077563381
PRV51134,0.0,7610.0,7610.0,0.0,0.0,15.0,No,0.0,0.9998686112206018,0.0,475.625,15.0,0.0,0.9375,0.0,0.0,0.0,1.6666666666666667,3.0,0.8660254037844387
PRV51135,0.0,300.0,300.0,0.0,0.0,5.0,No,0.0,0.9966777408637874,0.0,50.0,5.0,0.0,0.8333333333333334,0.0,0.0,0.0,1.0,1.0,0.0
PRV51136,20000.0,0.0,20000.0,20000.0,1.0,0.0,No,20000.0,0.0,10000.0,0.0,1.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0
PRV51137,6000.0,10050.0,16050.0,0.5969555268132524,1.0,54.0,No,0.5969555268132524,0.6261292131331381,3000.0,182.72727272727272,55.0,0.0178571428571428,0.9642857142857144,1.0,1.0,0.0,4.909090909090909,9.0,2.0714509627092528
PRV51138,6000.0,7430.0,13430.0,0.8074283407347598,1.0,25.0,No,0.8074283407347598,0.5531978259250987,3000.0,285.7692307692308,26.0,0.037037037037037,0.925925925925926,1.0,1.0,0.0,2.272727272727273,5.0,1.6787441193290351
PRV51139,41300.0,11280.0,52580.0,3.661022958957539,7.0,36.0,No,3.661022958957539,0.2145261596394135,5162.5,304.86486486486484,43.0,0.1590909090909091,0.8181818181818182,1.4,2.0,0.5477225575051662,2.769230769230769,5.0,1.6408253082847337
PRV51140,307400.0,145730.0,453130.0,2.1093658864620437,47.0,440.0,No,2.1093658864620437,0.3216067759654493,6404.166666666667,330.45351473922904,487.0,0.096311475409836,0.9016393442622952,3.9166666666666665,8.0,1.8319554050414562,33.84615384615385,48.0,11.02154068061081
PRV51141,0.0,19490.0,19490.0,0.0,0.0,71.0,No,0.0,0.99994869426915,0.0,270.69444444444446,71.0,0.0,0.9861111111111112,0.0,0.0,0.0,5.916666666666667,8.0,1.6213537179739277
PRV51142,97000.0,7570.0,104570.0,12.812045964865936,7.0,44.0,No,12.812045964865936,0.0723910070669688,12125.0,168.22222222222223,51.0,0.1346153846153846,0.8461538461538461,1.1666666666666667,2.0,0.408248290463863,3.6666666666666665,8.0,2.188122205883115
PRV51143,0.0,20450.0,20450.0,0.0,0.0,77.0,No,0.0,0.999951102635568,0.0,262.1794871794872,77.0,0.0,0.9871794871794872,0.0,0.0,0.0,5.923076923076923,9.0,2.253202848596432
PRV51144,53000.0,8220.0,61220.0,6.446904269553582,4.0,26.0,No,6.446904269553582,0.1342676532562356,10600.0,304.44444444444446,30.0,0.1290322580645161,0.8387096774193549,1.3333333333333333,2.0,0.5773502691896258,2.3636363636363638,5.0,1.2060453783110545
PRV51145,1600600.0,5750.0,1606350.0,278.3168144670492,161.0,41.0,Yes,278.3168144670492,0.0035795414576266,9880.246913580248,136.9047619047619,202.0,0.7931034482758621,0.2019704433497537,12.384615384615385,19.0,4.941970955304869,3.727272727272727,11.0,3.101319367330914
PRV51146,1618200.0,62710.0,1680910.0,25.804085407663727,162.0,190.0,Yes,25.804085407663727,0.0373071507057779,9927.60736196319,328.32460732984293,352.0,0.4589235127478753,0.5382436260623229,12.461538461538462,19.0,5.237928735282433,15.833333333333334,24.0,3.4859023439441263
PRV51147,0.0,8860.0,8860.0,0.0,0.0,32.0,No,0.0,0.999887145920325,0.0,268.4848484848485,32.0,0.0,0.9696969696969696,0.0,0.0,0.0,2.6666666666666665,8.0,2.015094553763188
PRV51148,398400.0,90260.0,488660.0,4.413866453950211,34.0,296.0,Yes,4.413866453950211,0.184708826773571,11382.857142857143,303.9057239057239,330.0,0.1027190332326284,0.8942598187311178,3.090909090909091,8.0,2.0714509627092528,22.76923076923077,31.0,7.907315664980185
