Provider,IP_Claims_Total,OP_Claims_Total,Total_Reimbursed,Claim_Ratio,Inpatient_Visits,Outpatient_Visits,PotentialFraud,Total_Claims,Claim_Ratio_IP_to_OP,Claim_Ratio_OP_to_Total,Avg_IP_Claim,Avg_OP_Claim,Total_Visits,IP_to_Total_Visit_Ratio,OP_to_Total_Visit_Ratio
PRV51230,0.0,12490.0,12490.0,0.0,0.0,30.0,No,12490.0,0.0,0.999919942358498,0.0,402.9032258064516,30.0,0.0,0.967741935483871
PRV51243,0.0,6330.0,6330.0,0.0,0.0,36.0,No,6330.0,0.0,0.9998420470699731,0.0,171.0810810810811,36.0,0.0,0.972972972972973
PRV51250,0.0,22560.0,22560.0,0.0,0.0,85.0,No,22560.0,0.0,0.9999556757235938,0.0,262.3255813953488,85.0,0.0,0.9883720930232558
PRV51251,0.0,3590.0,3590.0,0.0,0.0,11.0,No,3590.0,0.0,0.9997215260373156,0.0,299.1666666666667,11.0,0.0,0.9166666666666666
PRV51253,0.0,21740.0,21740.0,0.0,0.0,85.0,No,21740.0,0.0,0.9999540039556598,0.0,252.7906976744186,85.0,0.0,0.9883720930232558
PRV51262,0.0,16270.0,16270.0,0.0,0.0,60.0,No,16270.0,0.0,0.9999385409624484,0.0,266.72131147540983,60.0,0.0,0.9836065573770492
PRV51264,0.0,5270.0,5270.0,0.0,0.0,39.0,No,5270.0,0.0,0.9998102826788086,0.0,131.75,39.0,0.0,0.975
PRV51280,0.0,20250.0,20250.0,0.0,0.0,39.0,No,20250.0,0.0,0.9999506197224828,0.0,506.25,39.0,0.0,0.975
PRV51287,0.0,25700.0,25700.0,0.0,0.0,78.0,No,25700.0,0.0,0.999961091008132,0.0,325.3164556962025,78.0,0.0,0.9873417721518988
PRV51292,0.0,3970.0,3970.0,0.0,0.0,22.0,No,3970.0,0.0,0.9997481742634096,0.0,172.6086956521739,22.0,0.0,0.9565217391304348
PRV51293,0.0,21200.0,21200.0,0.0,0.0,88.0,No,21200.0,0.0,0.9999528324135654,0.0,238.2022471910112,88.0,0.0,0.9887640449438202
PRV51295,0.0,1950.0,1950.0,0.0,0.0,7.0,No,1950.0,0.0,0.9994874423372628,0.0,243.75,7.0,0.0,0.875
PRV51299,0.0,6230.0,6230.0,0.0,0.0,37.0,No,6230.0,0.0,0.9998395121168352,0.0,163.94736842105263,37.0,0.0,0.9736842105263158
PRV51306,0.0,3700.0,3700.0,0.0,0.0,17.0,No,3700.0,0.0,0.999729802756012,0.0,205.55555555555557,17.0,0.0,0.9444444444444444
PRV51307,0.0,6940.0,6940.0,0.0,0.0,37.0,No,6940.0,0.0,0.9998559285405562,0.0,182.6315789473684,37.0,0.0,0.9736842105263158
PRV51308,0.0,13790.0,13790.0,0.0,0.0,35.0,No,13790.0,0.0,0.9999274889420636,0.0,383.05555555555554,35.0,0.0,0.9722222222222222
PRV51309,0.0,3790.0,3790.0,0.0,0.0,18.0,No,3790.0,0.0,0.999736217356898,0.0,199.47368421052636,18.0,0.0,0.9473684210526316
PRV51313,0.0,4970.0,4970.0,0.0,0.0,19.0,No,4970.0,0.0,0.99979883323275,0.0,248.5,19.0,0.0,0.95
PRV51314,0.0,6460.0,6460.0,0.0,0.0,30.0,No,6460.0,0.0,0.999845225197338,0.0,208.38709677419357,30.0,0.0,0.967741935483871
PRV51315,0.0,7210.0,7210.0,0.0,0.0,47.0,No,7210.0,0.0,0.9998613229787824,0.0,150.20833333333334,47.0,0.0,0.9791666666666666
PRV51322,0.0,850.0,850.0,0.0,0.0,12.0,No,850.0,0.0,0.9988249118683902,0.0,65.38461538461539,12.0,0.0,0.9230769230769232
PRV51323,0.0,20860.0,20860.0,0.0,0.0,76.0,No,20860.0,0.0,0.9999520636594602,0.0,270.90909090909093,76.0,0.0,0.987012987012987
PRV51324,0.0,9330.0,9330.0,0.0,0.0,28.0,No,9330.0,0.0,0.9998928303504449,0.0,321.7241379310345,28.0,0.0,0.9655172413793104
PRV51326,0.0,14000.0,14000.0,0.0,0.0,44.0,No,14000.0,0.0,0.9999285765302478,0.0,311.1111111111111,44.0,0.0,0.9777777777777776
PRV51327,0.0,8990.0,8990.0,0.0,0.0,41.0,No,8990.0,0.0,0.9998887776665556,0.0,214.04761904761904,41.0,0.0,0.9761904761904762
PRV51328,0.0,550.0,550.0,0.0,0.0,7.0,No,550.0,0.0,0.998185117967332,0.0,68.75,7.0,0.0,0.875
PRV51329,0.0,19360.0,19360.0,0.0,0.0,74.0,No,19360.0,0.0,0.9999483497753217,0.0,258.1333333333333,74.0,0.0,0.9866666666666668
PRV51330,0.0,3810.0,3810.0,0.0,0.0,19.0,No,3810.0,0.0,0.9997376016793492,0.0,190.5,19.0,0.0,0.95
PRV51341,0.0,14530.0,14530.0,0.0,0.0,71.0,No,14530.0,0.0,0.9999311816117268,0.0,201.80555555555557,71.0,0.0,0.9861111111111112
PRV51345,0.0,15120.0,15120.0,0.0,0.0,49.0,No,15120.0,0.0,0.9999338668077508,0.0,302.4,49.0,0.0,0.98
PRV51351,0.0,10840.0,10840.0,0.0,0.0,32.0,No,10840.0,0.0,0.9999077575869384,0.0,328.4848484848485,32.0,0.0,0.9696969696969696
PRV51361,0.0,7870.0,7870.0,0.0,0.0,32.0,No,7870.0,0.0,0.9998729513403634,0.0,238.4848484848485,32.0,0.0,0.9696969696969696
PRV51366,0.0,18340.0,18340.0,0.0,0.0,57.0,No,18340.0,0.0,0.9999454773458372,0.0,316.2068965517241,57.0,0.0,0.9827586206896552
PRV51376,0.0,19420.0,19420.0,0.0,0.0,51.0,No,19420.0,0.0,0.9999485093455538,0.0,373.46153846153845,51.0,0.0,0.9807692307692308
PRV51382,0.0,6840.0,6840.0,0.0,0.0,16.0,No,6840.0,0.0,0.9998538225405642,0.0,402.3529411764706,16.0,0.0,0.9411764705882352
PRV51392,0.0,1660.0,1660.0,0.0,0.0,17.0,No,1660.0,0.0,0.9993979530403372,0.0,92.22222222222224,17.0,0.0,0.9444444444444444
PRV51395,0.0,10400.0,10400.0,0.0,0.0,20.0,No,10400.0,0.0,0.9999038553985192,0.0,495.2380952380952,20.0,0.0,0.9523809523809524
PRV51397,0.0,17870.0,17870.0,0.0,0.0,40.0,No,17870.0,0.0,0.9999440434223044,0.0,435.8536585365854,40.0,0.0,0.975609756097561
PRV51408,0.0,1390.0,1390.0,0.0,0.0,15.0,No,1390.0,0.0,0.9992810927390366,0.0,86.875,15.0,0.0,0.9375
PRV51416,0.0,25640.0,25640.0,0.0,0.0,81.0,No,25640.0,0.0,0.999960999961,0.0,312.6829268292683,81.0,0.0,0.9878048780487804
PRV51429,0.0,1100.0,1100.0,0.0,0.0,10.0,No,1100.0,0.0,0.9990917347865576,0.0,100.0,10.0,0.0,0.9090909090909092
PRV51439,0.0,15040.0,15040.0,0.0,0.0,42.0,No,15040.0,0.0,0.9999335150588392,0.0,349.7674418604651,42.0,0.0,0.9767441860465116
PRV51441,0.0,29130.0,29130.0,0.0,0.0,85.0,No,29130.0,0.0,0.9999656723078508,0.0,338.72093023255815,85.0,0.0,0.9883720930232558
PRV51451,0.0,1170.0,1170.0,0.0,0.0,6.0,No,1170.0,0.0,0.9991460290350128,0.0,167.14285714285714,6.0,0.0,0.8571428571428571
PRV51453,0.0,7080.0,7080.0,0.0,0.0,12.0,No,7080.0,0.0,0.999858777008897,0.0,544.6153846153846,12.0,0.0,0.9230769230769232
PRV51454,0.0,10630.0,10630.0,0.0,0.0,34.0,No,10630.0,0.0,0.9999059354717336,0.0,303.7142857142857,34.0,0.0,0.9714285714285714
PRV51458,0.0,12440.0,12440.0,0.0,0.0,56.0,No,12440.0,0.0,0.9999196206092756,0.0,218.24561403508773,56.0,0.0,0.9824561403508772
PRV51462,0.0,9430.0,9430.0,0.0,0.0,30.0,No,9430.0,0.0,0.9998939667055456,0.0,304.1935483870968,30.0,0.0,0.967741935483871
PRV51469,0.0,9350.0,9350.0,0.0,0.0,28.0,No,9350.0,0.0,0.999893059565822,0.0,322.41379310344826,28.0,0.0,0.9655172413793104
PRV51472,0.0,2170.0,2170.0,0.0,0.0,16.0,No,2170.0,0.0,0.9995393827729157,0.0,127.6470588235294,16.0,0.0,0.9411764705882352
PRV51477,0.0,9940.0,9940.0,0.0,0.0,22.0,No,9940.0,0.0,0.9998994064983402,0.0,432.1739130434783,22.0,0.0,0.9565217391304348
PRV51478,0.0,3930.0,3930.0,0.0,0.0,17.0,No,3930.0,0.0,0.9997456118036124,0.0,218.33333333333331,17.0,0.0,0.9444444444444444
PRV51494,0.0,17450.0,17450.0,0.0,0.0,38.0,No,17450.0,0.0,0.9999426966935993,0.0,447.4358974358975,38.0,0.0,0.9743589743589745
PRV51500,0.0,1100.0,1100.0,0.0,0.0,8.0,No,1100.0,0.0,0.9990917347865576,0.0,122.22222222222224,8.0,0.0,0.8888888888888888
PRV51502,0.0,8390.0,8390.0,0.0,0.0,31.0,No,8390.0,0.0,0.9998808246931236,0.0,262.1875,31.0,0.0,0.96875
PRV51503,0.0,24070.0,24070.0,0.0,0.0,57.0,No,24070.0,0.0,0.999958456233642,0.0,415.0,57.0,0.0,0.9827586206896552
PRV51505,0.0,2430.0,2430.0,0.0,0.0,15.0,No,2430.0,0.0,0.9995886466474702,0.0,151.875,15.0,0.0,0.9375
PRV51510,0.0,20020.0,20020.0,0.0,0.0,57.0,No,20020.0,0.0,0.9999500524449328,0.0,345.17241379310343,57.0,0.0,0.9827586206896552
PRV51511,0.0,8760.0,8760.0,0.0,0.0,16.0,No,8760.0,0.0,0.9998858577787924,0.0,515.2941176470588,16.0,0.0,0.9411764705882352
PRV51517,0.0,5990.0,5990.0,0.0,0.0,11.0,No,5990.0,0.0,0.99983308295777,0.0,499.1666666666667,11.0,0.0,0.9166666666666666
PRV51521,0.0,8070.0,8070.0,0.0,0.0,46.0,No,8070.0,0.0,0.9998760996159088,0.0,171.70212765957447,46.0,0.0,0.9787234042553192
PRV51527,0.0,12410.0,12410.0,0.0,0.0,41.0,No,12410.0,0.0,0.9999194263153656,0.0,295.4761904761905,41.0,0.0,0.9761904761904762
PRV51528,0.0,6670.0,6670.0,0.0,0.0,17.0,No,6670.0,0.0,0.9998500974366662,0.0,370.55555555555554,17.0,0.0,0.9444444444444444
PRV51529,0.0,5800.0,5800.0,0.0,0.0,23.0,No,5800.0,0.0,0.9998276159282882,0.0,241.66666666666663,23.0,0.0,0.9583333333333334
PRV51531,0.0,9870.0,9870.0,0.0,0.0,34.0,No,9870.0,0.0,0.9998986931415256,0.0,282.0,34.0,0.0,0.9714285714285714
PRV51541,0.0,12140.0,12140.0,0.0,0.0,51.0,No,12140.0,0.0,0.9999176344617412,0.0,233.46153846153845,51.0,0.0,0.9807692307692308
PRV51547,0.0,2640.0,2640.0,0.0,0.0,13.0,No,2640.0,0.0,0.9996213555471412,0.0,188.57142857142856,13.0,0.0,0.9285714285714286
PRV51555,0.0,2910.0,2910.0,0.0,0.0,15.0,No,2910.0,0.0,0.999656475437994,0.0,181.875,15.0,0.0,0.9375
PRV51562,0.0,5820.0,5820.0,0.0,0.0,24.0,No,5820.0,0.0,0.9998282082116476,0.0,232.8,24.0,0.0,0.96
PRV51563,0.0,4280.0,4280.0,0.0,0.0,19.0,No,4280.0,0.0,0.9997664097173558,0.0,214.0,19.0,0.0,0.95
PRV51564,0.0,9100.0,9100.0,0.0,0.0,24.0,No,9100.0,0.0,0.9998901219646192,0.0,364.0,24.0,0.0,0.96
PRV51569,0.0,1500.0,1500.0,0.0,0.0,5.0,No,1500.0,0.0,0.9993337774816788,0.0,250.0,5.0,0.0,0.8333333333333334
PRV51571,0.0,4640.0,4640.0,0.0,0.0,22.0,No,4640.0,0.0,0.999784529196294,0.0,201.7391304347826,22.0,0.0,0.9565217391304348
PRV51587,0.0,1500.0,1500.0,0.0,0.0,5.0,No,1500.0,0.0,0.9993337774816788,0.0,250.0,5.0,0.0,0.8333333333333334
PRV51601,0.0,3690.0,3690.0,0.0,0.0,14.0,No,3690.0,0.0,0.999729070712544,0.0,246.0,14.0,0.0,0.9333333333333332
PRV51611,0.0,2780.0,2780.0,0.0,0.0,8.0,No,2780.0,0.0,0.9996404171161452,0.0,308.8888888888889,8.0,0.0,0.8888888888888888
PRV51616,0.0,6120.0,6120.0,0.0,0.0,26.0,No,6120.0,0.0,0.9998366280019604,0.0,226.66666666666663,26.0,0.0,0.9629629629629628
PRV51621,0.0,530.0,530.0,0.0,0.0,9.0,No,530.0,0.0,0.9981167608286252,0.0,53.0,9.0,0.0,0.9
PRV51631,0.0,1500.0,1500.0,0.0,0.0,6.0,No,1500.0,0.0,0.9993337774816788,0.0,214.28571428571428,6.0,0.0,0.8571428571428571
PRV51641,0.0,1700.0,1700.0,0.0,0.0,14.0,No,1700.0,0.0,0.9994121105232217,0.0,113.33333333333331,14.0,0.0,0.9333333333333332
PRV51650,0.0,13290.0,13290.0,0.0,0.0,24.0,No,13290.0,0.0,0.999924761116545,0.0,531.6,24.0,0.0,0.96
PRV51652,0.0,17600.0,17600.0,0.0,0.0,64.0,No,17600.0,0.0,0.9999431850463042,0.0,270.7692307692308,64.0,0.0,0.9846153846153848
PRV51653,0.0,8530.0,8530.0,0.0,0.0,24.0,No,8530.0,0.0,0.9998827804477788,0.0,341.2,24.0,0.0,0.96
PRV51656,0.0,4860.0,4860.0,0.0,0.0,23.0,No,4860.0,0.0,0.9997942810121374,0.0,202.5,23.0,0.0,0.9583333333333334
PRV51658,0.0,1770.0,1770.0,0.0,0.0,5.0,No,1770.0,0.0,0.9994353472614342,0.0,295.0,5.0,0.0,0.8333333333333334
PRV51664,0.0,790.0,790.0,0.0,0.0,10.0,No,790.0,0.0,0.9987357774968394,0.0,71.81818181818181,10.0,0.0,0.9090909090909092
PRV51665,0.0,3810.0,3810.0,0.0,0.0,15.0,No,3810.0,0.0,0.9997376016793492,0.0,238.125,15.0,0.0,0.9375
PRV51668,0.0,9020.0,9020.0,0.0,0.0,38.0,No,9020.0,0.0,0.999889147544618,0.0,231.28205128205127,38.0,0.0,0.9743589743589745
PRV51669,0.0,21060.0,21060.0,0.0,0.0,76.0,No,21060.0,0.0,0.9999525188737476,0.0,273.5064935064935,76.0,0.0,0.987012987012987
PRV51671,0.0,8490.0,8490.0,0.0,0.0,39.0,No,8490.0,0.0,0.9998822282416676,0.0,212.25,39.0,0.0,0.975
PRV51672,0.0,2270.0,2270.0,0.0,0.0,6.0,No,2270.0,0.0,0.9995596653456628,0.0,324.2857142857143,6.0,0.0,0.8571428571428571
PRV51675,0.0,7690.0,7690.0,0.0,0.0,28.0,No,7690.0,0.0,0.9998699778962424,0.0,265.17241379310343,28.0,0.0,0.9655172413793104
PRV51678,0.0,25540.0,25540.0,0.0,0.0,66.0,No,25540.0,0.0,0.9999608472651814,0.0,381.1940298507463,66.0,0.0,0.9850746268656716
PRV51682,0.0,9110.0,9110.0,0.0,0.0,16.0,No,9110.0,0.0,0.9998902425639336,0.0,535.8823529411765,16.0,0.0,0.9411764705882352
PRV51685,0.0,11830.0,11830.0,0.0,0.0,55.0,No,11830.0,0.0,0.9999154762910996,0.0,211.25,55.0,0.0,0.9821428571428572
PRV51687,0.0,2530.0,2530.0,0.0,0.0,10.0,No,2530.0,0.0,0.9996048992493086,0.0,230.0,10.0,0.0,0.9090909090909092
PRV51691,0.0,26790.0,26790.0,0.0,0.0,88.0,No,26790.0,0.0,0.9999626740323244,0.0,301.0112359550562,88.0,0.0,0.9887640449438202
PRV51692,0.0,970.0,970.0,0.0,0.0,11.0,No,970.0,0.0,0.9989701338825951,0.0,80.83333333333333,11.0,0.0,0.9166666666666666
PRV51694,0.0,5940.0,5940.0,0.0,0.0,26.0,No,5940.0,0.0,0.9998316781686584,0.0,220.0,26.0,0.0,0.9629629629629628
PRV51696,0.0,730.0,730.0,0.0,0.0,9.0,No,730.0,0.0,0.9986320109439124,0.0,73.0,9.0,0.0,0.9
PRV51697,0.0,21600.0,21600.0,0.0,0.0,63.0,No,21600.0,0.0,0.9999537058469516,0.0,337.5,63.0,0.0,0.984375
PRV51698,0.0,1910.0,1910.0,0.0,0.0,13.0,No,1910.0,0.0,0.999476713762428,0.0,136.42857142857142,13.0,0.0,0.9285714285714286
PRV51702,0.0,3230.0,3230.0,0.0,0.0,10.0,No,3230.0,0.0,0.9996904982977406,0.0,293.6363636363636,10.0,0.0,0.9090909090909092
PRV51709,0.0,1610.0,1610.0,0.0,0.0,10.0,No,1610.0,0.0,0.999379267535692,0.0,146.36363636363637,10.0,0.0,0.9090909090909092
PRV51713,0.0,1380.0,1380.0,0.0,0.0,13.0,No,1380.0,0.0,0.999275887038378,0.0,98.57142857142856,13.0,0.0,0.9285714285714286
PRV51716,0.0,23030.0,23030.0,0.0,0.0,82.0,No,23030.0,0.0,0.9999565802613868,0.0,277.4698795180723,82.0,0.0,0.9879518072289156
PRV51718,0.0,2170.0,2170.0,0.0,0.0,8.0,No,2170.0,0.0,0.9995393827729157,0.0,241.11111111111111,8.0,0.0,0.8888888888888888
PRV51721,0.0,680.0,680.0,0.0,0.0,5.0,No,680.0,0.0,0.998531571218796,0.0,113.33333333333331,5.0,0.0,0.8333333333333334
PRV51723,0.0,5340.0,5340.0,0.0,0.0,16.0,No,5340.0,0.0,0.999812769144355,0.0,314.11764705882354,16.0,0.0,0.9411764705882352
PRV51724,0.0,2480.0,2480.0,0.0,0.0,6.0,No,2480.0,0.0,0.9995969367190648,0.0,354.2857142857143,6.0,0.0,0.8571428571428571
PRV51726,0.0,6790.0,6790.0,0.0,0.0,21.0,No,6790.0,0.0,0.9998527462818436,0.0,308.6363636363636,21.0,0.0,0.9545454545454546
PRV51729,0.0,3740.0,3740.0,0.0,0.0,19.0,No,3740.0,0.0,0.999732691793638,0.0,187.0,19.0,0.0,0.95
PRV51731,0.0,8720.0,8720.0,0.0,0.0,38.0,No,8720.0,0.0,0.9998853342506592,0.0,223.5897435897436,38.0,0.0,0.9743589743589745
