IP_Claims_Total,OP_Claims_Total,Total_Reimbursed,Claim_Ratio,Inpatient_Visits,Outpatient_Visits,PotentialFraud,Claim_Ratio_IP_to_OP,Claim_Ratio_OP_to_Total,Avg_IP_Claim,Avg_OP_Claim,Total_Visits,IP_to_Total_Visit_Ratio,OP_to_Total_Visit_Ratio,KMeans_Cluster,DBSCAN_Cluster,IsolationForest_Anomaly,LOF_Anomaly
0.0,1950.0,1950.0,0.0,0.0,12.0,0,0.0,0.9994874423372628,0.0,150.0,12.0,0.0,0.9230769230769232,0,0,1,1
136000.0,0.0,136000.0,136000.0,16.0,0.0,0,136000.0,0.0,8000.0,0.0,16.0,0.9411764705882352,0.0,1,0,-1,1
985000.0,95580.0,1080580.0,10.305395423776693,94.0,1.0,1,10.305395423776693,0.0884524158762739,10368.421052631578,47790.0,95.0,0.9791666666666666,0.0104166666666666,2,-1,-1,-1
52000.0,0.0,52000.0,52000.0,7.0,0.0,0,52000.0,0.0,6500.0,0.0,7.0,0.875,0.0,1,0,1,1
81000.0,80.0,81080.0,1000.0,6.0,1.0,0,1000.0,0.0009866676533343,11571.42857142857,40.0,7.0,0.75,0.125,1,0,1,1
0.0,1120.0,1120.0,0.0,0.0,7.0,0,0.0,0.9991079393398752,0.0,140.0,7.0,0.0,0.875,0,0,1,1
9000.0,17910.0,26910.0,0.5024845067277093,2.0,29.0,0,0.5024845067277093,0.6655271078741035,3000.0,597.0,31.0,0.0625,0.90625,0,0,1,1
110000.0,21310.0,131310.0,5.161653606118906,12.0,36.0,0,5.161653606118906,0.1622864801882553,8461.538461538461,575.9459459459459,48.0,0.2448979591836734,0.7346938775510204,1,0,1,-1
177000.0,0.0,177000.0,177000.0,20.0,0.0,1,177000.0,0.0,8428.57142857143,0.0,20.0,0.9523809523809524,0.0,1,2,-1,1
90000.0,12220.0,102220.0,7.364372800916455,5.0,45.0,0,7.364372800916455,0.1195449076021561,15000.0,265.6521739130435,50.0,0.0980392156862745,0.8823529411764706,1,0,1,1
0.0,22920.0,22920.0,0.0,0.0,96.0,0,0.0,0.9999563718860434,0.0,236.28865979381445,96.0,0.0,0.9896907216494846,0,0,1,1
0.0,4970.0,4970.0,0.0,0.0,7.0,0,0.0,0.99979883323275,0.0,621.25,7.0,0.0,0.875,0,0,1,1
0.0,1160.0,1160.0,0.0,0.0,8.0,0,0.0,0.9991386735572784,0.0,128.88888888888889,8.0,0.0,0.8888888888888888,0,0,1,1
4000.0,1330.0,5330.0,3.005259203606311,1.0,7.0,0,3.005259203606311,0.2494841493153254,2000.0,166.25,8.0,0.1111111111111111,0.7777777777777778,0,0,1,1
0.0,7610.0,7610.0,0.0,0.0,15.0,0,0.0,0.9998686112206018,0.0,475.625,15.0,0.0,0.9375,0,0,1,1
0.0,300.0,300.0,0.0,0.0,5.0,0,0.0,0.9966777408637874,0.0,50.0,5.0,0.0,0.8333333333333334,0,0,1,1
20000.0,0.0,20000.0,20000.0,1.0,0.0,0,20000.0,0.0,10000.0,0.0,1.0,0.5,0.0,1,0,1,-1
6000.0,10050.0,16050.0,0.5969555268132524,1.0,54.0,0,0.5969555268132524,0.6261292131331381,3000.0,182.72727272727272,55.0,0.0178571428571428,0.9642857142857144,0,0,1,1
6000.0,7430.0,13430.0,0.8074283407347598,1.0,25.0,0,0.8074283407347598,0.5531978259250987,3000.0,285.7692307692308,26.0,0.037037037037037,0.925925925925926,0,0,1,1
41300.0,11280.0,52580.0,3.661022958957539,7.0,36.0,0,3.661022958957539,0.2145261596394135,5162.5,304.86486486486484,43.0,0.1590909090909091,0.8181818181818182,0,0,1,1
307400.0,145730.0,453130.0,2.1093658864620437,47.0,440.0,0,2.1093658864620437,0.3216067759654493,6404.166666666667,330.45351473922904,487.0,0.096311475409836,0.9016393442622952,1,0,-1,1
0.0,19490.0,19490.0,0.0,0.0,71.0,0,0.0,0.99994869426915,0.0,270.69444444444446,71.0,0.0,0.9861111111111112,0,0,1,1
97000.0,7570.0,104570.0,12.812045964865936,7.0,44.0,0,12.812045964865936,0.0723910070669688,12125.0,168.22222222222223,51.0,0.1346153846153846,0.8461538461538461,1,0,1,1
0.0,20450.0,20450.0,0.0,0.0,77.0,0,0.0,0.999951102635568,0.0,262.1794871794872,77.0,0.0,0.9871794871794872,0,0,1,1
53000.0,8220.0,61220.0,6.446904269553582,4.0,26.0,0,6.446904269553582,0.1342676532562356,10600.0,304.44444444444446,30.0,0.1290322580645161,0.8387096774193549,1,0,1,1
1600600.0,5750.0,1606350.0,278.3168144670492,161.0,41.0,1,278.3168144670492,0.0035795414576266,9880.246913580248,136.9047619047619,202.0,0.7931034482758621,0.2019704433497537,2,1,-1,1
1618200.0,62710.0,1680910.0,25.804085407663727,162.0,190.0,1,25.804085407663727,0.0373071507057779,9927.60736196319,328.32460732984293,352.0,0.4589235127478753,0.5382436260623229,2,1,-1,1
0.0,8860.0,8860.0,0.0,0.0,32.0,0,0.0,0.999887145920325,0.0,268.4848484848485,32.0,0.0,0.9696969696969696,0,0,1,1
398400.0,90260.0,488660.0,4.413866453950211,34.0,296.0,1,4.413866453950211,0.184708826773571,11382.857142857143,303.9057239057239,330.0,0.1027190332326284,0.8942598187311178,1,1,-1,1
1113000.0,7680.0,1120680.0,144.90300742090872,116.0,32.0,1,144.90300742090872,0.0068529760029839,9512.820512820514,232.72727272727272,148.0,0.7785234899328859,0.2147651006711409,2,1,-1,1
142000.0,59300.0,201300.0,2.394563329454815,22.0,211.0,0,2.394563329454815,0.2945837328180188,6173.913043478261,279.7169811320755,233.0,0.094017094017094,0.9017094017094016,0,0,1,1
0.0,25770.0,25770.0,0.0,0.0,83.0,0,0.0,0.9999611966939584,0.0,306.7857142857143,83.0,0.0,0.988095238095238,0,0,1,1
51000.0,20490.0,71490.0,2.48889756478454,4.0,83.0,0,2.48889756478454,0.2866095032941209,10200.0,243.92857142857144,87.0,0.0454545454545454,0.9431818181818182,0,0,1,1
0.0,45750.0,45750.0,0.0,0.0,161.0,0,0.0,0.9999781425542612,0.0,282.4074074074074,161.0,0.0,0.9938271604938272,0,0,1,1
0.0,26330.0,26330.0,0.0,0.0,115.0,0,0.0,0.999962021951312,0.0,226.98275862068965,115.0,0.0,0.9913793103448276,0,0,1,1
0.0,140640.0,140640.0,0.0,0.0,542.0,0,0.0,0.9999928896978832,0.0,259.0055248618784,542.0,0.0,0.998158379373849,0,0,1,1
635660.0,162130.0,797790.0,3.920656752872677,65.0,504.0,1,3.920656752872677,0.2032236513071719,9631.212121212122,321.0495049504951,569.0,0.1140350877192982,0.8842105263157894,2,1,-1,1
866000.0,6020.0,872020.0,143.8299285832918,90.0,24.0,0,143.8299285832918,0.0069035034706732,9516.483516483517,240.8,114.0,0.782608695652174,0.208695652173913,1,0,-1,-1
443000.0,113980.0,556980.0,3.886612681060879,41.0,350.0,0,3.886612681060879,0.2046389374143822,10547.619047619048,324.72934472934475,391.0,0.1045918367346938,0.8928571428571429,1,0,-1,1
306000.0,23700.0,329700.0,12.910847643559343,26.0,72.0,0,12.910847643559343,0.0718833124558312,11333.333333333334,324.6575342465753,98.0,0.2626262626262626,0.7272727272727273,1,0,1,1
22000.0,2870.0,24870.0,7.662835249042145,1.0,4.0,0,7.662835249042145,0.1153954404728398,11000.0,574.0,5.0,0.1666666666666666,0.6666666666666666,1,0,1,-1
0.0,51980.0,51980.0,0.0,0.0,190.0,0,0.0,0.9999807622015736,0.0,272.1465968586388,190.0,0.0,0.9947643979057592,0,0,1,1
63000.0,17470.0,80470.0,3.605975616736306,9.0,78.0,0,3.605975616736306,0.217096842340719,6300.0,221.13924050632912,87.0,0.1022727272727272,0.8863636363636364,0,0,1,1
0.0,19380.0,19380.0,0.0,0.0,77.0,0,0.0,0.9999484030751769,0.0,248.46153846153845,77.0,0.0,0.9871794871794872,0,0,1,1
145000.0,820.0,145820.0,176.6138855054811,8.0,8.0,1,176.6138855054811,0.0056233327161382,16111.111111111111,91.11111111111111,16.0,0.4705882352941176,0.4705882352941176,1,1,-1,-1
0.0,13820.0,13820.0,0.0,0.0,59.0,0,0.0,0.9999276463352867,0.0,230.33333333333331,59.0,0.0,0.9833333333333332,0,0,1,1
90000.0,6290.0,96290.0,14.30615164520744,7.0,15.0,1,14.30615164520744,0.0653228235245246,11250.0,393.125,22.0,0.3043478260869565,0.6521739130434783,1,1,1,1
0.0,9650.0,9650.0,0.0,0.0,41.0,0,0.0,0.9998963837944256,0.0,229.7619047619048,41.0,0.0,0.9761904761904762,0,0,1,1
0.0,145980.0,145980.0,0.0,0.0,445.0,0,0.0,0.9999931497934664,0.0,327.3094170403588,445.0,0.0,0.9977578475336324,0,0,1,1
422000.0,9180.0,431180.0,45.96449188541553,34.0,31.0,1,45.96449188541553,0.0212903629798159,12057.142857142857,286.875,65.0,0.5151515151515151,0.4696969696969697,1,1,-1,1
0.0,5000.0,5000.0,0.0,0.0,26.0,0,0.0,0.9998000399920016,0.0,185.1851851851852,26.0,0.0,0.9629629629629628,0,0,1,1
47000.0,47240.0,94240.0,0.99489849918503,2.0,127.0,0,0.99489849918503,0.5012680255939559,15666.666666666666,369.0625,129.0,0.0153846153846153,0.9769230769230768,0,0,1,-1
0.0,2150.0,2150.0,0.0,0.0,10.0,0,0.0,0.99953509995351,0.0,195.45454545454547,10.0,0.0,0.9090909090909092,0,0,1,1
336800.0,18990.0,355790.0,17.73471644463167,41.0,72.0,0,17.73471644463167,0.0533740313835931,8019.047619047619,260.13698630136986,113.0,0.3596491228070175,0.631578947368421,1,0,1,1
0.0,1590.0,1590.0,0.0,0.0,8.0,0,0.0,0.9993714644877436,0.0,176.66666666666666,8.0,0.0,0.8888888888888888,0,0,1,1
0.0,100.0,100.0,0.0,0.0,2.0,0,0.0,0.99009900990099,0.0,33.333333333333336,2.0,0.0,0.6666666666666666,0,0,1,1
0.0,8740.0,8740.0,0.0,0.0,56.0,0,0.0,0.9998855966136596,0.0,153.33333333333334,56.0,0.0,0.9824561403508772,0,0,1,1
24000.0,15310.0,39310.0,1.567500489843903,3.0,63.0,0,1.567500489843903,0.3894584213070133,6000.0,239.21875,66.0,0.044776119402985,0.9402985074626866,0,0,1,1
0.0,10990.0,10990.0,0.0,0.0,32.0,0,0.0,0.9999090164680192,0.0,333.030303030303,32.0,0.0,0.9696969696969696,0,0,1,1
18000.0,540.0,18540.0,33.271719038817004,2.0,7.0,0,33.271719038817004,0.0291246426837818,6000.0,67.5,9.0,0.2,0.7,1,0,1,1
0.0,197060.0,197060.0,0.0,0.0,720.0,0,0.0,0.9999949254291818,0.0,273.3148404993065,720.0,0.0,0.9986130374479888,0,0,1,1
0.0,360.0,360.0,0.0,0.0,6.0,0,0.0,0.997229916897507,0.0,51.42857142857143,6.0,0.0,0.8571428571428571,0,0,1,1
0.0,4420.0,4420.0,0.0,0.0,19.0,0,0.0,0.9997738068310336,0.0,221.0,19.0,0.0,0.95,0,0,1,1
0.0,10660.0,10660.0,0.0,0.0,45.0,0,0.0,0.9999062001688396,0.0,231.7391304347826,45.0,0.0,0.9782608695652174,0,0,1,1
0.0,5010.0,5010.0,0.0,0.0,12.0,0,0.0,0.999800439034125,0.0,385.38461538461536,12.0,0.0,0.9230769230769232,0,0,1,1
0.0,15340.0,15340.0,0.0,0.0,21.0,0,0.0,0.9999348152010952,0.0,697.2727272727273,21.0,0.0,0.9545454545454546,0,0,1,-1
0.0,155180.0,155180.0,0.0,0.0,499.0,0,0.0,0.9999935559121284,0.0,310.36,499.0,0.0,0.998,0,0,1,1
0.0,4660.0,4660.0,0.0,0.0,10.0,0,0.0,0.9997854537652864,0.0,423.6363636363636,10.0,0.0,0.9090909090909092,0,0,1,1
0.0,1560.0,1560.0,0.0,0.0,10.0,0,0.0,0.9993593850096092,0.0,141.8181818181818,10.0,0.0,0.9090909090909092,0,0,1,1
51000.0,0.0,51000.0,51000.0,3.0,0.0,0,51000.0,0.0,12750.0,0.0,3.0,0.75,0.0,1,0,1,1
0.0,9910.0,9910.0,0.0,0.0,42.0,0,0.0,0.99989910200787,0.0,230.46511627906975,42.0,0.0,0.9767441860465116,0,0,1,1
0.0,2890.0,2890.0,0.0,0.0,9.0,0,0.0,0.9996540989277066,0.0,289.0,9.0,0.0,0.9,0,0,1,1
0.0,100.0,100.0,0.0,0.0,2.0,0,0.0,0.99009900990099,0.0,33.333333333333336,2.0,0.0,0.6666666666666666,0,0,1,1
0.0,6260.0,6260.0,0.0,0.0,15.0,0,0.0,0.9998402811052548,0.0,391.25,15.0,0.0,0.9375,0,0,1,1
0.0,50.0,50.0,0.0,0.0,2.0,0,0.0,0.9803921568627452,0.0,16.666666666666668,2.0,0.0,0.6666666666666666,0,0,1,-1
